Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status
Male,78,Yes,0,Santa Barbara,7,8,Yes,No,Yes,Cable,12.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,581.7,0.0,0,204.56,Stayed
Female,31,Yes,0,Los Angeles,1,10,Yes,Yes,Yes,Fiber Optic,22.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1068.85,0.0,0,320.7,Churned
Female,44,Yes,3,Badger,1,3,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,60.65,0.0,0,91.02,Stayed
Male,69,Yes,1,San Jose,9,64,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1548.65,0.0,0,2373.76,Stayed
Female,39,Yes,0,Victorville,6,66,Yes,Yes,Yes,Fiber Optic,30.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,6936.85,0.0,0,2787.18,Stayed
Male,27,Yes,2,San Diego,7,49,Yes,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,No,Yes,One Year,4520.15,33.13,0,1767.92,Stayed
Female,37,No,0,Niland,0,1,Yes,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Month-to-Month,49.95,0.0,0,44.98,Stayed
Male,55,No,1,El Sobrante,0,36,Yes,No,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,3512.5,0.0,0,766.8,Stayed
Female,24,Yes,0,Lynwood,8,58,Yes,Yes,Yes,Cable,53.0,No,Yes,No,Yes,Yes,Yes,One Year,3972.25,0.0,0,1565.42,Stayed
Male,55,No,0,Dos Palos,0,7,Yes,No,Yes,Fiber Optic,12.0,Yes,No,No,No,No,Yes,Month-to-Month,490.55,0.0,0,242.13,Stayed
Female,39,No,0,Calpine,0,1,Yes,No,Yes,DSL,3.0,No,No,No,No,No,Yes,Month-to-Month,43.8,0.0,0,37.5,Stayed
Male,75,Yes,0,Mentone,5,72,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,No,Two Year,8404.9,0.0,120,1538.64,Stayed
Male,76,Yes,0,Montara,2,35,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,No,Yes,One Year,2815.25,0.0,0,145.6,Stayed
Male,52,No,0,Klamath,0,28,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,Yes,Yes,Yes,Month-to-Month,2659.4,0.0,0,994.56,Churned
Male,45,No,0,Freedom,0,30,Yes,Yes,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,2936.25,0.0,0,517.8,Stayed
Male,49,Yes,1,San Ardo,1,52,Yes,Yes,Yes,Fiber Optic,10.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,4631.7,0.0,0,587.6,Stayed
Female,63,Yes,1,San Diego,1,72,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,8477.7,0.0,0,2291.76,Stayed
Male,31,Yes,1,Arcadia,10,31,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,702.05,43.76,0,296.36,Stayed
Male,25,Yes,1,Ojai,2,70,Yes,Yes,Yes,Cable,59.0,Yes,Yes,No,Yes,Yes,Yes,One Year,5445.95,0.0,0,2513.0,Stayed
Male,51,Yes,2,San Diego,5,53,Yes,Yes,Yes,Cable,12.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,4616.1,0.0,0,1422.52,Stayed
Male,28,No,0,Ivanhoe,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,20.2,0.0,0,10.98,Churned
Female,51,Yes,3,Nice,1,10,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,220.8,0.0,0,186.2,Stayed
Female,68,No,0,Fulton,0,1,No,No,Yes,Cable,9.0,No,No,No,No,No,Yes,Month-to-Month,25.7,0.0,0,0.0,Churned
Female,46,Yes,0,Westwood,0,29,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,573.05,0.0,0,165.01,Stayed
Male,21,Yes,3,Citrus Heights,4,59,Yes,No,Yes,Cable,73.0,Yes,Yes,Yes,Yes,Yes,No,Two Year,5186.0,0.0,150,2499.83,Stayed
Male,34,No,0,Guatay,0,2,Yes,No,Yes,Cable,16.0,No,No,No,No,No,Yes,Month-to-Month,81.0,0.0,0,39.04,Churned
Female,57,No,0,Los Angeles,0,58,Yes,No,Yes,Fiber Optic,12.0,Yes,No,Yes,Yes,Yes,Yes,One Year,6145.85,0.0,0,869.42,Churned
Male,21,Yes,1,Oakley,9,45,Yes,Yes,Yes,DSL,26.0,No,Yes,Yes,No,No,Yes,Two Year,3371.0,0.0,0,1156.05,Stayed
Male,32,No,0,Riverside,0,12,Yes,No,Yes,Fiber Optic,16.0,No,No,Yes,No,No,Yes,Month-to-Month,912.0,0.0,0,132.48,Stayed
Female,36,No,0,Los Angeles,0,12,Yes,No,Yes,Fiber Optic,9.0,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,1095.65,0.0,0,209.52,Churned
Male,23,Yes,0,Rohnert Park,6,33,Yes,No,Yes,DSL,51.0,No,No,No,No,No,Yes,Month-to-Month,1462.6,0.0,0,1600.17,Stayed
Female,31,No,0,Fallbrook,0,9,Yes,No,Yes,DSL,16.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,703.55,0.0,0,327.87,Churned
Male,25,Yes,0,Oakland,1,7,Yes,No,Yes,Fiber Optic,52.0,No,Yes,Yes,No,No,Yes,Month-to-Month,608.8,26.02,0,134.61,Churned
Male,34,Yes,0,Bakersfield,5,66,Yes,Yes,Yes,DSL,19.0,Yes,No,Yes,No,No,Yes,Two Year,4189.7,40.62,0,2114.64,Stayed
Male,63,Yes,0,San Diego,1,52,Yes,Yes,Yes,Fiber Optic,26.0,Yes,Yes,No,Yes,Yes,No,Two Year,4990.25,0.0,120,2422.68,Churned
Female,57,Yes,0,Studio City,6,49,No,No,Yes,Cable,11.0,No,No,Yes,No,No,Yes,Month-to-Month,2070.75,0.0,0,0.0,Stayed
Female,34,Yes,2,Atherton,2,61,Yes,No,Yes,DSL,11.0,No,No,No,No,No,Yes,One Year,2961.4,0.0,0,2613.85,Stayed
Female,19,No,0,Thornton,0,24,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,553.0,0.0,0,639.36,Stayed
Female,33,No,0,Terra Bella,0,1,Yes,No,Yes,DSL,4.0,No,Yes,No,No,No,Yes,Month-to-Month,49.9,0.0,0,14.93,Stayed
Male,58,Yes,3,Round Mountain,10,17,Yes,Yes,Yes,Cable,28.0,No,Yes,No,No,No,Yes,One Year,1096.65,0.0,0,548.59,Stayed
Female,53,No,0,Orange Cove,0,12,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,266.6,0.0,0,278.4,Stayed
Male,58,No,0,Wheatland,0,1,Yes,Yes,Yes,DSL,12.0,Yes,Yes,No,No,No,No,Month-to-Month,62.05,0.0,10,47.83,Churned
Male,77,Yes,0,Waterford,2,61,Yes,Yes,Yes,Fiber Optic,8.0,Yes,Yes,Yes,No,No,Yes,One Year,6066.55,0.0,0,133.59,Stayed
Male,19,No,0,San Jose,0,27,Yes,No,Yes,DSL,26.0,Yes,Yes,Yes,No,Yes,Yes,One Year,1927.3,0.0,0,982.53,Stayed
Female,53,Yes,2,West Covina,2,48,Yes,No,Yes,Fiber Optic,29.0,Yes,No,Yes,Yes,Yes,Yes,One Year,4977.2,0.0,0,1736.64,Stayed
Male,50,Yes,0,San Diego,5,71,Yes,Yes,Yes,Fiber Optic,6.0,Yes,No,Yes,No,No,No,Two Year,6994.6,0.0,40,3128.26,Stayed
Female,28,Yes,3,Cedar Glen,9,4,Yes,Yes,Yes,DSL,52.0,No,Yes,No,No,No,Yes,Month-to-Month,224.85,0.0,0,140.8,Stayed
Male,40,Yes,0,Weed,6,61,Yes,Yes,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,6375.2,0.0,0,1687.26,Stayed
Female,23,No,0,Concord,0,31,Yes,Yes,Yes,Fiber Optic,58.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,3205.6,0.0,0,1417.01,Stayed
Female,53,Yes,0,Orangevale,1,32,Yes,No,Yes,Fiber Optic,13.0,No,No,No,Yes,Yes,Yes,Month-to-Month,2585.95,0.0,0,1199.36,Churned
Female,22,No,0,Visalia,0,30,Yes,Yes,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,Yes,No,Month-to-Month,3211.9,0.0,60,1274.7,Stayed
Female,31,Yes,1,Descanso,4,55,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,1087.25,0.0,0,1721.5,Stayed
Female,37,Yes,0,Fresno,0,42,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,869.9,0.0,0,249.9,Stayed
Female,21,Yes,0,Cupertino,1,70,Yes,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,7723.9,48.54,0,1174.6,Churned
Female,25,Yes,2,Fresno,1,71,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1663.5,0.0,0,2088.11,Stayed
Female,25,No,0,Tecate,0,43,Yes,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4895.1,10.76,0,1068.55,Stayed
Male,37,No,0,Santa Barbara,0,19,No,No,Yes,DSL,6.0,No,No,No,No,No,Yes,Month-to-Month,468.35,0.0,0,0.0,Stayed
Male,33,Yes,1,Maywood,1,19,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,344.5,0.0,0,249.47,Stayed
Female,43,No,0,Chula Vista,0,12,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,220.35,0.0,0,224.52,Stayed
Male,53,No,0,Modesto,0,4,Yes,No,Yes,DSL,11.0,No,Yes,Yes,No,No,Yes,Month-to-Month,226.2,0.0,0,12.12,Stayed
Female,79,No,0,San Marcos,0,13,Yes,Yes,Yes,Fiber Optic,25.0,No,No,No,Yes,No,Yes,Month-to-Month,1127.2,0.0,0,57.85,Churned
Female,21,No,0,Palo Cedro,0,4,Yes,Yes,Yes,Fiber Optic,69.0,Yes,No,No,No,Yes,Yes,Month-to-Month,333.55,0.0,0,166.88,Churned
Male,59,No,0,San Mateo,0,8,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,No,No,Yes,Month-to-Month,773.65,0.0,0,191.12,Churned
Male,65,Yes,0,Baldwin Park,7,70,Yes,Yes,Yes,DSL,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6333.4,0.0,0,844.9,Stayed
Male,39,Yes,0,Harbor City,4,68,Yes,Yes,Yes,DSL,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6392.85,0.0,0,2609.84,Stayed
Male,55,Yes,0,Richmond,1,5,Yes,Yes,Yes,Fiber Optic,7.0,No,No,No,No,No,No,Month-to-Month,412.1,0.0,10,5.8,Churned
Male,20,No,0,Meadow Vista,0,12,Yes,Yes,Yes,Fiber Optic,42.0,No,Yes,Yes,Yes,Yes,No,Month-to-Month,1132.75,0.0,120,337.92,Churned
Male,26,Yes,3,Soledad,1,57,Yes,No,Yes,Fiber Optic,73.0,Yes,No,Yes,Yes,Yes,Yes,One Year,5598.0,0.0,0,238.26,Stayed
Female,60,Yes,1,Escondido,10,51,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1028.75,0.0,0,741.54,Stayed
Female,64,No,0,Murphys,0,4,Yes,No,Yes,Cable,17.0,No,No,No,No,No,Yes,Month-to-Month,220.65,0.0,0,29.96,Stayed
Male,70,Yes,0,Bakersfield,2,70,Yes,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,7511.9,0.0,0,1013.6,Stayed
Female,42,Yes,0,Elk Grove,1,30,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,655.85,0.0,0,460.8,Churned
Male,31,No,0,Hickman,0,7,Yes,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,No,No,Yes,Month-to-Month,593.45,0.0,0,251.37,Churned
Male,66,No,0,Tehachapi,0,19,Yes,No,Yes,Fiber Optic,16.0,No,No,No,Yes,Yes,Yes,Month-to-Month,1637.3,0.0,0,566.2,Stayed
Male,26,No,0,Sacramento,0,1,Yes,Yes,Yes,Cable,85.0,No,Yes,No,No,No,Yes,Month-to-Month,60.1,0.0,0,23.63,Churned
Male,60,No,0,Camarillo,0,12,Yes,Yes,Yes,Cable,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1384.75,0.0,0,197.4,Churned
Male,36,No,0,Santa Rosa,0,17,Yes,No,Yes,Cable,2.0,No,Yes,No,No,No,Yes,Month-to-Month,900.5,35.34,0,792.2,Churned
Male,79,Yes,0,Santa Barbara,1,66,Yes,Yes,Yes,Fiber Optic,25.0,Yes,No,Yes,Yes,No,Yes,Month-to-Month,6822.15,0.0,0,1904.76,Churned
Male,26,No,0,San Diego,0,3,Yes,No,Yes,DSL,59.0,No,No,No,No,No,Yes,Month-to-Month,141.5,0.0,0,109.44,Churned
Male,76,Yes,0,Long Beach,7,51,Yes,Yes,Yes,Fiber Optic,10.0,Yes,No,No,Yes,No,Yes,One Year,4839.15,0.0,0,112.71,Stayed
Male,38,No,0,Fallbrook,0,51,Yes,Yes,Yes,Fiber Optic,16.0,Yes,No,No,No,No,Yes,Month-to-Month,4242.35,0.0,0,286.62,Churned
Female,44,Yes,0,El Cajon,10,71,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1379.6,0.0,0,1307.11,Stayed
Male,53,No,0,San Dimas,0,35,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,2636.05,0.0,0,876.4,Churned
Female,64,No,0,Pasadena,0,11,Yes,No,Yes,DSL,21.0,No,No,No,No,No,Yes,Month-to-Month,531.15,0.0,0,32.45,Stayed
Female,39,No,0,Shoshone,0,2,Yes,No,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,160.8,0.0,0,83.28,Churned
Female,74,No,0,Auburn,0,26,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,Yes,No,No,Month-to-Month,2497.2,0.0,60,1238.38,Churned
Male,37,Yes,2,Gold Run,1,60,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,1506.4,0.0,0,1707.0,Stayed
Male,27,Yes,3,Forestville,1,62,Yes,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,One Year,4983.05,14.15,0,2459.54,Stayed
Female,47,No,0,Richvale,0,12,Yes,No,Yes,DSL,13.0,No,No,No,No,No,Yes,Month-to-Month,524.35,0.0,0,433.32,Stayed
Female,42,No,0,Whittier,0,4,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,No,No,Yes,Month-to-Month,338.1,0.0,0,116.44,Churned
Male,76,No,0,Stockton,0,45,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,Yes,No,Yes,Two Year,4200.25,0.0,0,704.25,Stayed
Female,29,No,0,Pacoima,0,1,Yes,No,Yes,DSL,69.0,No,No,No,No,Yes,Yes,Month-to-Month,45.15,0.0,0,30.92,Churned
Female,59,No,0,Georgetown,0,8,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,137.6,0.0,0,211.76,Stayed
Female,30,No,0,Riverbank,0,2,Yes,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,Yes,Month-to-Month,143.35,0.0,0,53.74,Churned
Female,38,Yes,0,Avery,2,68,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1614.9,0.0,0,1811.52,Stayed
Female,54,Yes,0,Sacramento,4,36,Yes,Yes,Yes,Fiber Optic,18.0,Yes,Yes,No,Yes,Yes,No,Two Year,3834.4,0.0,50,692.64,Stayed
Female,44,No,0,Biggs,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.55,0.0,0,10.2,Stayed
Female,55,Yes,0,Lancaster,1,42,No,No,Yes,Cable,5.0,No,Yes,No,No,No,No,One Year,1445.3,0.0,50,0.0,Churned
Male,75,No,0,North Hollywood,0,5,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,Yes,No,Yes,Month-to-Month,502.6,0.0,0,181.8,Churned
Female,40,No,0,Nicasio,0,10,Yes,No,Yes,Fiber Optic,18.0,No,No,Yes,No,No,Yes,Month-to-Month,832.05,12.81,0,456.9,Churned
Female,42,Yes,0,Torrance,1,68,Yes,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,No,Yes,One Year,5685.8,0.0,0,3008.32,Churned
Male,75,Yes,0,Camp Nelson,7,20,Yes,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1899.65,0.0,0,106.2,Churned
Female,30,No,0,Tahoe Vista,0,29,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,554.25,0.0,0,436.74,Stayed
Male,60,No,0,Brentwood,0,1,Yes,No,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,Yes,Month-to-Month,85.0,0.0,0,15.2,Stayed
Female,19,No,0,Keeler,0,14,Yes,No,Yes,Cable,59.0,No,No,No,No,No,Yes,Month-to-Month,709.5,0.0,0,507.08,Stayed
Female,46,No,0,Acton,0,5,Yes,No,Yes,DSL,29.0,No,No,No,No,No,Yes,Month-to-Month,202.15,0.0,0,54.95,Stayed
Female,29,No,1,Manton,0,19,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,398.55,24.07,0,673.55,Stayed
Male,80,Yes,0,Alameda,3,71,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1789.65,0.0,0,2644.75,Stayed
Male,72,No,0,Valley Village,0,4,No,No,Yes,DSL,10.0,No,No,Yes,Yes,No,Yes,Two Year,207.35,0.0,0,0.0,Stayed
Female,20,No,0,Los Angeles,0,1,Yes,No,Yes,Fiber Optic,51.0,No,No,No,No,No,No,Month-to-Month,70.25,0.0,10,10.05,Stayed
Male,38,No,2,Stockton,0,6,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,98.35,0.0,0,101.46,Stayed
Female,77,Yes,2,Wallace,1,32,Yes,Yes,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,Yes,One Year,3217.65,0.0,0,1574.72,Stayed
Female,45,Yes,0,Topanga,10,68,Yes,Yes,Yes,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6424.7,0.0,0,1064.2,Stayed
Female,48,Yes,0,La Palma,5,33,Yes,No,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,One Year,3124.5,0.0,0,660.66,Churned
Female,40,No,0,Chico,0,63,Yes,Yes,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,7002.95,0.0,0,1197.63,Stayed
Male,35,Yes,0,Temecula,8,53,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1110.05,0.0,0,1826.38,Stayed
Male,71,No,3,Los Angeles,0,18,Yes,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1752.55,45.61,0,203.94,Churned
Female,65,No,0,Cazadero,0,6,Yes,No,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Two Year,450.9,0.0,0,76.02,Stayed
Female,75,Yes,1,Modesto,3,59,Yes,Yes,Yes,Fiber Optic,26.0,Yes,No,No,Yes,No,Yes,Month-to-Month,5348.65,0.0,0,952.85,Stayed
Male,60,No,0,Santa Barbara,0,1,Yes,No,Yes,DSL,8.0,Yes,No,No,No,No,No,Month-to-Month,49.65,0.0,40,4.18,Churned
Male,50,No,0,Carlotta,0,48,Yes,Yes,Yes,DSL,18.0,No,Yes,No,Yes,Yes,Yes,One Year,3629.2,0.0,0,2148.48,Stayed
Male,33,No,0,Duarte,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.2,0.0,0,35.88,Stayed
Female,64,No,0,Shingle Springs,0,37,Yes,Yes,Yes,Fiber Optic,22.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,3810.55,0.0,0,646.02,Stayed
Male,61,No,0,Twin Bridges,0,27,Yes,Yes,Yes,Cable,15.0,No,No,No,No,No,Yes,Month-to-Month,1291.35,0.0,0,72.63,Stayed
Female,57,Yes,0,Mira Loma,1,14,Yes,No,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,No,Month-to-Month,1208.35,0.0,120,106.68,Churned
Male,32,No,0,North Hollywood,0,72,Yes,No,Yes,Cable,22.0,Yes,Yes,Yes,No,No,Yes,Two Year,5336.35,0.0,0,1082.16,Stayed
Female,28,No,0,Sacramento,0,3,Yes,No,Yes,Fiber Optic,76.0,No,No,Yes,No,No,Yes,Month-to-Month,244.65,0.0,0,139.8,Churned
Female,27,Yes,0,Long Beach,4,70,Yes,Yes,Yes,Fiber Optic,48.0,Yes,No,Yes,Yes,Yes,Yes,One Year,7930.55,0.0,0,403.9,Stayed
Male,45,Yes,0,Los Angeles,10,12,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,202.25,0.0,0,132.48,Stayed
Male,56,No,0,Sacramento,0,23,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,481.1,0.0,0,1061.91,Stayed
Female,60,Yes,1,San Diego,6,23,Yes,Yes,Yes,Cable,21.0,No,Yes,Yes,No,No,Yes,Month-to-Month,1652.1,16.89,0,632.27,Stayed
Female,54,No,0,La Quinta,0,40,Yes,Yes,Yes,Fiber Optic,22.0,Yes,No,Yes,No,No,Yes,Month-to-Month,3756.4,4.18,0,113.2,Stayed
Male,44,No,0,Salinas,0,11,Yes,No,Yes,DSL,22.0,No,No,No,No,No,No,Month-to-Month,492.0,0.0,150,446.49,Stayed
Male,55,No,0,Creston,0,42,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,849.9,0.0,0,1627.08,Stayed
Male,36,Yes,0,Turlock,1,34,Yes,No,Yes,Fiber Optic,12.0,No,No,Yes,No,No,Yes,Month-to-Month,2564.3,0.0,0,457.3,Churned
Female,43,No,1,Los Gatos,0,12,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Month-to-Month,893.0,0.0,0,313.56,Stayed
Female,53,Yes,0,Riverside,6,71,Yes,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,No,Yes,One Year,6856.95,0.0,0,370.62,Stayed
Male,27,Yes,0,Los Angeles,8,39,No,No,Yes,DSL,48.0,No,No,No,No,No,Yes,One Year,947.75,0.0,0,0.0,Stayed
Female,44,Yes,1,Guinda,2,58,Yes,Yes,Yes,DSL,19.0,No,No,Yes,No,No,Yes,Month-to-Month,3970.4,0.0,0,2557.8,Stayed
Female,21,Yes,1,Cotati,8,61,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,1143.8,0.0,0,2568.71,Stayed
Male,71,Yes,0,Fresno,1,19,Yes,No,Yes,DSL,26.0,Yes,No,Yes,No,No,Yes,Month-to-Month,1286.05,0.0,0,578.36,Stayed
Male,30,No,0,Artesia,0,61,Yes,Yes,Yes,Fiber Optic,71.0,Yes,No,Yes,Yes,Yes,Yes,One Year,6521.9,0.0,0,2586.4,Stayed
Male,44,No,0,Palm Springs,0,12,Yes,No,Yes,Cable,23.0,No,Yes,Yes,No,No,Yes,One Year,727.8,0.0,0,115.2,Churned
Female,44,Yes,2,Los Angeles,10,16,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,301.55,0.0,0,114.24,Stayed
Male,24,No,0,Big Oak Flat,0,60,Yes,No,Yes,DSL,26.0,Yes,No,No,No,No,Yes,Two Year,3638.25,0.0,0,1855.2,Stayed
Male,39,Yes,0,Los Angeles,3,52,Yes,Yes,Yes,Cable,3.0,No,Yes,No,No,No,Yes,Month-to-Month,3169.55,0.0,0,2321.8,Stayed
Female,53,No,0,Van Nuys,0,17,Yes,Yes,Yes,DSL,14.0,Yes,Yes,Yes,No,No,Yes,Month-to-Month,1108.0,33.67,0,93.33,Stayed
Female,79,No,0,Point Reyes Station,0,9,Yes,No,Yes,Fiber Optic,2.0,No,No,Yes,No,No,Yes,Month-to-Month,751.65,0.0,0,390.06,Churned
Female,64,No,0,Los Angeles,0,63,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1618.2,0.0,0,1684.62,Stayed
Female,65,No,0,Santa Barbara,0,46,Yes,No,Yes,Fiber Optic,26.0,Yes,No,Yes,No,No,Yes,One Year,4126.35,0.0,0,548.78,Stayed
Female,51,No,0,Banning,0,42,No,No,Yes,DSL,13.0,Yes,Yes,No,Yes,Yes,No,One Year,2348.45,0.0,80,0.0,Stayed
Female,33,Yes,3,San Francisco,10,47,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,948.9,0.0,0,1952.38,Stayed
Male,53,Yes,0,Orange,0,51,Yes,Yes,Yes,Fiber Optic,30.0,No,No,No,Yes,Yes,Yes,One Year,4614.55,0.0,0,469.71,Stayed
Male,21,Yes,1,Santa Ana,1,45,Yes,No,Yes,Cable,59.0,No,Yes,No,No,No,Yes,Two Year,2553.7,0.0,0,2034.45,Stayed
Male,38,Yes,3,Sanger,1,53,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,1068.15,0.0,0,1083.32,Stayed
Male,64,No,0,San Diego,0,42,Yes,Yes,Yes,Fiber Optic,16.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,4273.45,0.0,0,789.18,Churned
Male,67,No,0,Los Gatos,0,5,Yes,No,Yes,Fiber Optic,6.0,No,No,Yes,Yes,No,Yes,Month-to-Month,477.7,0.0,0,228.6,Churned
Male,37,No,1,Burbank,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.3,0.0,0,8.66,Stayed
Male,34,Yes,0,San Bernardino,1,54,Yes,No,Yes,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6110.2,0.0,0,2272.86,Churned
Male,42,No,0,Honeydew,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.45,0.0,0,48.96,Churned
Female,22,No,0,Penryn,0,2,Yes,No,Yes,DSL,59.0,No,No,No,No,No,Yes,Month-to-Month,82.7,0.0,0,37.4,Stayed
Male,79,Yes,0,Glenn,9,64,Yes,Yes,Yes,Fiber Optic,29.0,Yes,No,No,Yes,No,Yes,Two Year,6081.4,0.0,0,1493.12,Stayed
Female,52,No,5,Santa Barbara,0,10,No,No,Yes,DSL,57.0,No,Yes,No,No,No,No,One Year,411.45,17.96,30,0.0,Stayed
Female,33,Yes,0,Petaluma,6,34,Yes,No,Yes,DSL,7.0,No,Yes,No,No,No,Yes,Month-to-Month,1815.3,0.0,0,1382.78,Stayed
