Gender,Age,Married,Number of Dependents,City_0,City_1,City_2,City_3,City_4,City_5,City_6,City_7,City_8,City_9,City_10,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type_0,Internet Type_1,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,# Streaming Services_0,# Streaming Services_1,# Streaming Services_2,# Streaming Services_3
0,59,1,0,0,0,1,1,1,0,1,1,1,0,1,3,14,1,0,1,1,0,23.0,0,1,1,1,1,1,2,1348.9,0.0,0,78.82,1,0,1,0,1
1,43,0,2,0,0,1,1,1,0,1,1,1,1,0,0,54,1,1,1,0,1,16.0,0,0,0,0,0,1,1,3092.65,0.0,0,361.8,1,0,0,1,1
1,38,0,0,0,0,1,1,1,0,1,1,1,1,1,0,39,1,0,1,1,0,19.0,1,0,1,1,1,1,3,3801.7,0.0,0,1479.66,0,0,1,0,1
0,29,1,3,0,0,1,0,1,1,0,0,0,1,1,5,48,0,0,1,1,1,52.0,0,1,0,0,0,0,3,1978.65,0.0,130,0.0,0,0,0,1,1
0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,0,1,1,1,8.0,0,1,0,0,0,0,1,834.15,0.0,40,109.76,1,0,0,1,1
0,39,0,3,0,0,1,0,0,0,1,1,1,0,1,0,44,1,1,1,1,1,26.0,0,0,1,1,1,1,2,3471.1,0.0,0,223.08,0,0,1,0,1
1,64,1,2,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,26.0,0,0,0,0,0,1,1,70.65,0.0,0,37.68,1,0,0,1,1
1,36,1,0,0,0,0,0,0,1,0,0,0,0,0,7,69,1,0,1,1,1,16.0,0,0,0,0,0,1,2,3804.4,0.0,0,978.42,0,0,0,1,1
0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,1,0,1,1,1,3.0,0,0,0,0,0,1,3,2106.05,20.45,0,1746.85,0,0,0,1,1
0,58,0,0,0,0,1,1,1,1,0,0,0,0,1,0,24,1,1,0,1,0,21.0,0,0,0,0,0,1,2,605.25,0.0,0,1023.84,0,0,0,1,1
1,66,1,0,0,0,1,1,1,1,0,0,0,1,0,7,71,1,1,0,1,0,21.0,0,0,0,0,0,1,3,1756.2,0.0,0,2181.12,0,0,0,1,1
1,41,1,1,0,0,1,1,1,1,0,0,0,1,1,4,61,1,0,1,1,0,21.0,0,1,1,1,1,1,2,6145.2,0.0,0,2535.77,0,0,1,0,1
0,38,0,0,0,0,0,0,1,1,1,1,1,0,0,0,18,1,0,0,1,0,21.0,0,0,0,0,0,1,2,407.05,0.0,0,338.4,0,0,0,1,1
1,32,1,0,0,0,0,0,1,0,0,0,0,0,1,1,27,1,0,1,1,1,15.0,0,1,0,0,0,1,1,1389.85,0.0,0,1119.96,0,0,0,1,1
0,48,1,3,0,0,1,1,1,1,0,0,1,0,0,3,64,1,1,1,1,0,53.0,1,1,1,1,1,1,2,7266.95,0.0,0,2519.68,0,0,1,0,1
0,47,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,21.0,0,0,0,0,0,1,1,19.85,0.0,0,16.47,0,0,0,1,1
0,53,1,0,0,0,0,1,0,1,1,0,0,1,1,9,50,1,1,1,1,1,11.0,1,1,1,1,1,1,2,4164.4,0.0,0,2324.5,0,0,1,0,1
0,53,1,0,0,0,1,1,1,1,0,0,1,0,1,7,30,1,0,1,1,1,13.0,1,1,0,1,1,1,2,2198.9,0.0,0,519.9,0,0,0,1,0
1,33,0,0,0,0,1,1,1,1,0,0,1,1,0,0,57,0,0,1,1,1,28.0,1,1,1,1,1,0,3,3090.05,0.0,100,0.0,0,0,1,0,1
0,64,0,0,0,0,1,1,1,1,0,0,1,1,1,0,17,1,1,0,1,0,21.0,0,0,0,0,0,1,1,475.25,37.06,0,167.28,0,0,0,1,1
0,36,0,0,0,0,0,0,0,1,0,0,1,1,1,0,51,1,0,1,1,0,7.0,0,0,1,1,1,1,2,4475.9,0.0,0,732.87,0,0,1,0,1
1,64,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,1,0,1,11.0,0,1,0,0,0,1,1,75.6,0.0,0,0.0,1,0,0,1,1
0,39,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,1,1,1,0,6.0,0,0,0,1,1,1,1,169.8,0.0,0,28.14,1,0,0,1,0
0,35,1,3,0,0,1,1,1,1,0,1,0,0,1,1,60,1,1,1,1,0,76.0,0,0,1,0,0,1,2,5811.8,0.0,0,2882.4,0,0,0,0,1
0,59,1,0,0,0,1,0,1,1,0,1,0,1,0,1,67,1,1,1,1,0,28.0,1,1,1,1,1,1,3,7156.2,0.0,0,2154.05,1,0,1,0,1
1,62,0,0,0,0,0,1,0,0,1,1,1,1,0,0,33,0,0,1,1,1,30.0,0,0,1,0,0,1,2,1309.0,0.0,0,0.0,0,0,0,0,1
1,55,0,0,0,0,0,1,0,0,0,0,0,1,1,0,38,1,0,1,1,1,22.0,0,1,1,0,0,1,2,2708.2,0.0,0,1605.12,0,0,0,0,1
0,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,21.0,0,0,0,0,0,1,1,19.75,0.0,0,37.62,0,0,0,1,1
1,59,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,26.0,0,0,0,0,0,1,1,74.95,0.0,0,30.07,1,0,0,1,1
0,59,1,2,0,0,1,1,1,1,0,1,0,1,1,3,16,1,0,0,1,0,21.0,0,0,0,0,0,1,1,321.4,0.0,0,728.64,0,0,0,1,1
1,66,1,0,0,0,0,0,1,0,0,0,0,0,1,1,72,1,1,1,1,0,14.0,1,1,1,1,1,0,3,7932.5,0.0,140,1349.28,0,0,1,0,1
1,61,1,2,0,0,1,1,1,1,0,1,1,0,0,4,41,1,1,1,0,1,20.0,1,0,1,0,0,1,1,3023.55,0.0,0,1170.55,0,0,0,0,1
0,22,1,2,0,0,0,1,0,1,0,0,0,1,0,4,65,1,1,1,1,0,47.0,1,1,1,1,1,1,3,7337.55,0.0,0,861.25,0,0,1,0,1
0,58,1,1,0,0,0,0,1,0,1,1,1,0,0,6,72,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1463.45,0.0,0,1247.76,0,0,0,1,1
0,65,1,0,0,0,0,0,1,0,0,1,1,0,0,7,67,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1263.05,43.66,0,3345.98,0,0,0,1,1
1,45,0,0,0,0,1,1,1,1,0,1,1,0,1,0,49,1,1,1,1,0,25.0,0,1,1,1,1,0,2,5168.1,0.0,130,1103.48,0,0,1,0,1
1,42,1,0,0,0,0,0,1,0,0,0,0,0,1,1,19,1,1,1,1,0,20.0,0,1,0,0,0,1,1,1672.35,0.0,0,646.95,0,0,0,1,1
0,33,1,0,0,0,0,0,0,1,1,0,1,0,0,6,69,1,1,1,1,0,29.0,1,0,0,0,0,1,1,5869.4,0.0,0,2379.81,0,0,0,1,1
1,20,1,0,0,0,0,0,0,1,0,0,0,0,0,1,47,1,1,0,1,0,21.0,0,0,0,0,0,1,1,1139.2,0.0,0,473.29,0,0,0,1,1
1,54,1,3,0,0,1,1,1,1,0,1,1,1,0,9,53,1,1,1,1,1,57.0,0,0,0,1,1,1,3,3686.05,0.0,0,1480.29,0,0,0,1,0
0,25,1,0,0,0,0,1,0,1,0,1,1,1,0,1,27,1,1,1,1,0,59.0,1,0,0,1,1,1,1,2423.4,0.0,0,505.98,0,0,0,1,0
0,60,0,0,0,0,0,1,1,1,1,0,0,0,0,0,11,1,1,1,1,0,29.0,1,0,1,0,0,1,1,990.3,0.0,0,120.45,0,0,0,0,1
0,44,1,1,0,0,1,1,0,1,0,1,1,1,1,7,28,1,1,1,1,0,19.0,0,1,0,1,1,1,2,2509.25,0.0,0,735.84,0,0,0,1,0
1,35,1,2,0,0,1,1,1,1,0,1,1,1,1,1,53,1,1,1,1,1,15.0,0,1,0,0,0,1,2,3491.55,0.0,0,1991.21,0,0,0,1,1
0,45,0,0,0,0,1,1,0,0,1,1,0,1,0,0,19,1,0,0,1,0,21.0,0,0,0,0,0,1,2,383.65,0.0,0,352.83,0,0,0,1,1
1,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,21.0,0,0,0,0,0,1,2,69.25,0.0,0,8.34,0,0,0,1,1
0,55,1,0,0,0,0,0,1,1,0,1,1,1,1,5,23,1,0,1,1,1,18.0,0,1,1,0,0,1,2,1347.15,0.0,0,31.97,0,0,0,0,1
1,38,1,0,0,0,1,1,1,1,1,0,0,0,0,1,10,1,0,1,1,0,4.0,0,0,1,0,0,1,1,857.2,0.0,0,113.0,1,0,0,0,1
1,39,1,0,0,0,1,1,1,1,1,0,0,0,1,6,63,1,1,1,1,1,29.0,1,1,1,1,1,1,3,5597.65,0.0,0,2806.65,0,0,1,0,1
0,26,0,0,0,0,1,1,1,1,1,0,0,1,0,0,38,1,0,1,1,0,48.0,1,0,0,0,1,1,1,3233.6,0.0,0,1374.84,1,0,1,1,1
1,22,1,0,0,0,1,1,1,1,1,0,0,1,1,1,61,0,0,1,1,1,59.0,1,1,1,1,1,1,3,3778.85,0.0,0,0.0,0,0,1,0,1
0,21,1,0,0,0,1,1,1,1,1,0,1,0,0,1,27,1,1,1,1,0,26.0,0,0,1,1,1,1,1,2462.55,0.0,0,497.34,0,0,1,0,1
1,20,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,21.0,0,0,0,0,0,1,1,19.65,0.0,0,27.88,0,0,0,1,1
1,54,0,0,0,0,0,0,1,0,0,1,0,0,1,0,13,1,0,1,1,0,26.0,0,0,1,1,1,0,1,1135.7,0.0,80,70.59,1,0,1,0,1
1,63,0,0,0,0,1,1,1,1,1,0,1,0,1,0,7,1,1,1,1,0,28.0,0,0,0,0,0,1,1,520.0,0.0,0,266.49,1,0,0,1,1
0,65,0,0,0,0,1,1,1,1,1,0,1,1,0,0,4,1,1,1,1,0,7.0,0,0,0,0,0,1,3,294.45,0.0,0,17.16,0,0,0,1,1
0,70,0,0,0,0,1,0,1,1,1,1,0,1,0,0,8,1,1,1,1,0,29.0,0,0,0,1,0,1,3,695.75,0.0,0,357.04,0,0,1,1,0
0,24,1,0,0,0,0,0,0,0,1,1,0,0,1,4,12,1,0,1,1,1,51.0,0,1,0,0,0,1,1,690.5,0.0,0,287.88,0,0,0,1,1
0,54,0,0,0,0,1,1,1,1,1,0,1,1,1,0,7,1,0,1,1,1,22.0,0,1,1,0,0,1,1,415.95,0.0,0,15.68,1,0,0,0,1
0,56,1,0,0,0,1,1,1,1,1,1,0,0,0,9,56,1,0,1,1,0,15.0,1,0,0,0,0,1,3,4513.65,0.0,0,237.44,0,0,0,1,1
0,42,1,2,0,0,0,0,1,0,1,1,1,0,0,1,52,1,1,0,1,0,21.0,0,0,0,0,0,1,3,1255.1,0.0,0,998.92,0,0,0,1,1
1,60,1,0,0,0,1,1,1,1,1,1,0,0,1,1,23,1,1,1,1,1,12.0,0,0,0,0,0,1,2,1067.15,0.0,0,133.4,1,0,0,1,1
1,63,1,1,0,0,0,1,0,0,0,1,0,0,1,5,20,1,0,1,0,1,10.0,1,0,0,0,0,1,1,939.8,0.0,0,263.6,0,0,0,1,1
1,47,1,2,0,0,1,1,1,1,1,1,0,1,0,10,68,0,0,1,1,1,19.0,1,1,0,1,1,1,3,3948.45,0.0,0,0.0,0,0,0,1,0
1,54,0,0,0,0,1,1,1,1,1,1,0,1,1,0,3,1,0,1,1,0,29.0,0,0,0,1,1,1,1,244.85,0.0,0,54.78,0,0,0,1,0
0,49,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,1,1,1,22.0,0,1,0,0,0,1,1,267.35,0.0,0,293.34,1,0,0,1,1
1,32,1,0,0,0,1,1,0,1,1,0,1,0,0,4,50,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1067.65,0.0,0,2345.5,0,0,0,1,1
1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,1,1,1,1,0,52.0,0,0,1,0,0,1,1,5450.7,0.0,0,2572.8,0,0,0,0,1
0,19,0,0,0,0,0,0,1,1,1,0,1,0,0,0,4,0,0,1,0,1,30.0,1,1,0,1,1,0,1,202.25,0.0,10,0.0,0,0,0,1,0
1,30,0,0,0,0,1,1,1,1,1,1,1,0,0,0,45,1,1,1,1,0,73.0,1,1,1,1,1,1,1,4964.7,0.0,0,268.65,0,0,1,0,1
1,51,1,3,0,0,1,1,1,1,1,1,1,0,1,4,25,1,0,1,1,0,58.0,0,0,0,0,0,1,1,1901.05,0.0,0,111.5,0,0,0,1,1
1,77,1,0,0,0,1,1,1,1,1,1,1,1,0,10,43,1,0,1,1,0,8.0,1,0,1,1,1,1,2,4304.0,0.0,0,1594.87,0,0,1,0,1
0,48,1,0,0,0,1,0,1,1,0,1,1,0,1,1,12,1,0,0,1,0,21.0,0,0,0,0,0,1,1,233.55,0.0,0,233.76,1,0,0,1,1
0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,1,1,1,0,8.0,0,0,0,0,0,1,1,663.55,0.0,0,381.69,0,0,0,1,1
0,45,0,0,0,0,1,1,1,1,1,1,1,1,1,0,62,1,0,1,1,1,18.0,0,1,0,1,1,1,3,3846.75,0.0,0,1437.16,0,0,0,1,0
1,61,1,1,0,1,0,0,0,0,0,0,0,0,0,2,40,1,0,0,1,0,21.0,0,0,0,0,0,1,1,745.3,0.0,0,75.6,0,0,0,1,1
1,21,0,3,0,0,1,0,1,1,1,1,0,1,0,0,6,1,1,0,1,0,21.0,0,0,0,0,0,1,1,184.05,0.0,0,229.68,0,0,0,1,1
1,55,1,1,0,1,0,0,0,0,0,0,0,0,1,4,20,1,0,0,1,0,21.0,0,0,0,0,0,1,3,400.0,0.0,0,77.4,0,0,0,1,1
1,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,0,1,1,0,17.0,0,0,0,1,1,1,1,1218.25,0.0,0,632.32,0,0,0,1,0
0,20,1,0,0,0,1,1,0,1,1,0,0,0,0,1,8,1,0,0,1,0,21.0,0,0,0,0,0,1,2,160.05,0.0,0,226.96,0,0,0,1,1
0,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,26.0,0,0,0,0,0,1,1,114.7,0.0,0,42.56,1,0,0,1,1
0,53,1,0,0,0,0,0,0,1,0,1,0,0,0,4,72,1,1,1,0,1,26.0,1,1,1,1,1,1,3,6637.9,0.0,0,212.4,0,0,1,0,1
1,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,50,1,1,1,1,0,13.0,1,0,1,1,1,1,1,5341.8,0.0,0,1044.0,1,0,1,0,1
1,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,1,1,1,1,0,51.0,0,0,0,0,0,1,1,1570.7,0.0,0,68.46,0,0,0,1,1
0,37,1,0,0,0,0,0,0,1,0,1,0,1,0,1,64,1,1,1,1,0,29.0,1,1,1,1,1,1,2,7396.15,0.0,0,2972.16,0,0,1,0,1
1,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,1,27.0,0,1,1,0,0,1,1,209.9,0.0,0,128.04,0,0,0,0,1
1,49,0,0,0,0,0,0,0,1,0,0,0,1,0,0,58,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1035.5,28.7,0,1699.98,0,0,0,1,1
1,74,0,0,0,1,0,0,0,0,0,0,0,1,1,0,14,1,0,1,1,0,24.0,0,0,1,1,0,1,1,1266.1,0.0,0,158.34,1,0,1,0,0
0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,0,0,1,0,21.0,0,0,0,0,0,1,1,389.25,0.0,0,192.06,0,0,0,1,1
0,45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,67,1,1,0,1,0,21.0,0,0,0,0,0,1,3,1759.55,0.0,0,2901.1,0,0,0,1,1
1,63,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,21.0,0,0,0,0,0,1,1,20.1,0.0,0,40.83,1,0,0,1,1
1,48,1,0,0,1,0,0,0,0,0,0,1,0,1,2,61,1,1,0,1,0,21.0,0,0,0,0,0,1,3,1538.6,0.0,0,703.33,0,0,0,1,1
1,31,0,0,0,1,0,0,0,0,0,0,1,1,0,0,52,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1025.05,0.0,0,1142.96,0,0,0,1,1
0,46,1,0,0,1,0,0,0,0,0,0,1,1,1,0,14,1,0,0,1,0,21.0,0,0,0,0,0,1,3,292.4,0.0,0,204.54,0,0,0,1,1
0,41,1,2,0,0,0,1,0,1,0,1,1,1,0,1,43,1,0,1,1,1,19.0,0,0,0,0,0,1,1,2169.4,0.0,0,629.52,0,0,0,1,1
1,42,1,3,0,1,0,0,0,0,0,1,0,0,0,1,52,1,1,0,1,0,21.0,0,0,0,0,0,1,3,1229.1,0.0,0,2097.16,0,0,0,1,1
1,22,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1,1,1,1,1,73.0,0,0,0,0,1,1,1,114.1,0.0,0,88.62,1,0,1,1,1
0,66,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,1,1,1,1,0,4.0,0,0,0,0,0,0,2,303.7,0.0,30,35.0,0,0,0,1,1
0,74,0,0,0,0,1,0,1,1,1,1,1,0,0,0,31,1,1,1,1,0,4.0,0,0,1,1,0,1,1,3186.65,0.0,0,1220.16,1,0,1,0,0
1,20,1,1,0,1,0,0,0,0,0,1,0,0,1,10,5,1,0,0,1,0,21.0,0,0,0,0,0,1,1,86.05,0.0,0,40.2,0,0,0,1,1
0,70,0,0,0,1,0,0,0,0,0,1,0,1,0,0,27,1,1,1,1,0,4.0,1,0,1,1,0,1,2,2857.6,0.0,0,965.52,0,0,1,0,0
1,64,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,0,1,1,1,19.0,0,0,0,1,1,0,1,195.3,0.0,80,160.6,1,0,0,1,0
1,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,1,0,1,2.0,0,0,0,1,1,1,1,768.45,0.0,0,0.0,0,0,0,1,0
0,46,1,0,0,0,0,0,0,1,0,0,1,1,1,1,9,1,0,1,1,0,25.0,1,0,0,0,0,1,1,655.9,0.0,0,285.75,1,0,0,1,1
1,40,0,0,0,1,0,0,0,0,0,1,0,1,1,0,55,1,1,1,1,0,29.0,0,0,1,1,1,1,1,5283.95,0.0,0,2605.9,1,0,1,0,1
0,51,1,0,0,0,0,0,0,1,0,0,1,1,1,1,49,0,0,1,1,1,21.0,0,1,1,1,1,1,2,2780.6,0.0,0,0.0,0,0,1,0,1
0,30,1,0,0,1,0,0,0,0,0,1,1,0,0,1,71,1,1,1,0,1,27.0,1,1,1,1,1,1,3,5662.25,0.0,0,1887.18,0,0,1,0,1
1,49,1,0,0,0,1,1,1,0,1,1,1,0,1,3,59,1,0,1,1,1,4.0,1,0,1,0,0,1,2,3958.2,0.0,0,947.54,0,0,0,0,1
0,68,1,0,0,0,1,0,1,0,1,1,0,0,0,5,68,1,1,1,1,0,19.0,0,0,0,1,0,1,2,6581.9,0.0,0,134.64,1,0,1,1,0
0,33,1,0,0,1,0,0,0,0,0,1,1,0,1,6,64,1,1,1,0,1,4.0,1,1,0,1,1,1,3,5129.3,22.34,0,1063.04,0,0,0,1,0
0,56,1,0,0,0,1,1,1,0,0,1,1,1,0,6,72,1,1,1,1,1,20.0,1,1,0,0,0,1,3,4758.8,0.0,0,1054.8,0,0,0,1,1
0,66,1,0,0,0,0,0,0,1,0,0,1,0,1,1,16,1,1,1,1,0,27.0,0,0,0,1,0,1,1,1375.15,0.0,0,158.88,1,0,1,1,0
1,23,1,3,0,1,0,0,0,0,0,1,1,1,0,2,44,1,0,0,1,0,21.0,0,0,0,0,0,1,2,860.85,0.0,0,1621.84,0,0,0,1,1
0,24,1,1,0,0,0,0,0,1,0,0,1,1,1,1,30,1,0,0,1,0,21.0,0,0,0,0,0,1,3,599.25,49.79,0,385.5,0,0,0,1,1
1,77,0,0,0,1,0,0,0,0,0,1,1,1,1,0,12,0,0,1,1,1,10.0,1,1,0,1,0,1,1,526.95,0.0,0,0.0,1,0,1,1,0
1,60,0,0,0,0,0,0,0,1,0,1,0,1,0,0,39,1,1,1,1,1,16.0,0,1,0,0,0,1,3,2200.7,46.66,0,210.6,0,0,0,1,1
1,48,1,3,0,0,0,1,1,0,1,0,0,0,0,1,15,1,0,0,1,0,21.0,0,0,0,0,0,1,2,332.65,0.0,0,259.2,0,0,0,1,1
0,69,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,1,1,1,1,0,4.0,1,0,0,1,0,1,1,372.45,0.0,0,51.44,1,0,1,1,0
1,68,0,0,0,0,1,1,0,0,0,1,0,1,0,0,70,0,0,1,0,1,13.0,1,0,1,0,0,1,2,3011.65,0.0,0,0.0,0,0,0,0,1
1,62,0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,21.0,0,0,0,1,1,1,1,79.9,0.0,0,23.2,1,0,0,1,0
1,55,1,0,0,1,0,0,0,0,1,0,0,0,0,7,72,1,1,1,1,0,18.0,1,1,1,1,1,1,3,7962.2,0.0,0,311.04,0,0,1,0,1
0,64,1,3,0,1,0,0,0,0,1,0,0,0,1,9,72,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1482.3,0.0,0,496.8,0,0,0,1,1
0,61,0,0,0,1,0,0,0,0,1,0,0,1,0,0,35,1,0,0,1,0,21.0,0,0,0,0,0,1,2,741.0,14.23,0,831.95,0,0,0,1,1
1,80,1,1,0,0,1,0,1,1,1,0,0,1,1,0,68,1,1,1,1,0,12.0,1,1,1,1,0,0,2,7379.8,0.0,50,2183.48,0,0,1,0,0
1,40,1,3,0,0,0,0,0,1,0,0,0,0,0,9,71,1,1,1,1,0,75.0,0,1,0,0,0,1,3,6152.4,0.0,0,2390.57,0,0,0,1,1
0,43,1,2,0,0,1,1,1,0,1,1,0,0,0,8,70,1,1,0,1,0,21.0,0,0,0,0,0,1,3,1685.9,0.0,0,2123.1,0,0,0,1,1
1,62,1,3,0,0,0,0,0,1,1,0,1,0,1,6,29,0,0,1,1,1,57.0,1,1,0,1,1,1,2,1636.95,0.0,0,0.0,0,0,0,1,0
1,58,0,0,0,1,0,0,0,0,1,0,0,1,1,0,66,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1240.8,0.0,0,1401.18,0,0,0,1,1
1,70,0,0,0,1,0,0,0,0,1,0,1,0,0,0,20,1,0,1,1,0,23.0,0,0,1,1,0,1,3,1648.45,0.0,0,969.2,0,0,1,0,0
0,52,1,2,0,1,0,0,0,0,1,0,1,0,1,3,55,1,0,1,1,0,17.0,0,0,0,0,0,1,3,3842.6,0.0,0,1532.85,0,0,0,1,1
1,24,1,0,0,1,0,0,0,0,1,0,1,1,0,2,9,1,0,1,0,1,82.0,1,0,1,1,1,1,1,564.4,0.0,0,134.19,0,0,1,0,1
0,69,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,1,1,1,1,0,14.0,1,0,0,0,0,1,1,149.55,0.0,0,87.92,1,0,0,1,1
0,57,1,0,0,1,0,0,0,0,1,1,0,0,0,7,72,1,1,1,1,0,24.0,1,0,1,1,1,1,3,6841.3,0.0,0,184.32,0,0,1,0,1
0,60,0,3,0,1,0,0,0,0,1,1,0,0,1,0,49,1,0,0,1,0,21.0,0,0,0,0,0,1,3,1024.65,0.0,0,1553.3,0,0,0,1,1
1,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24,1,0,1,1,0,59.0,1,0,0,1,1,1,1,2187.15,0.0,0,669.84,0,0,0,1,0
1,66,0,0,0,0,1,1,0,1,1,0,0,0,0,0,42,1,1,1,1,0,19.0,0,0,0,0,0,1,2,3344.1,0.0,0,567.42,0,0,0,1,1
1,27,1,0,0,1,0,0,0,0,1,1,0,1,0,1,21,1,1,1,1,0,59.0,1,1,1,1,1,1,1,2249.95,0.0,0,458.43,1,0,1,0,1
1,72,1,1,0,1,0,0,0,0,1,1,0,1,1,1,52,1,1,1,1,1,22.0,1,0,1,1,1,1,2,4079.55,0.0,0,366.08,0,0,1,0,1
0,40,0,0,0,1,0,0,0,0,1,1,1,0,0,0,18,1,1,1,1,1,20.0,0,0,0,0,0,1,1,913.3,0.0,0,689.76,0,0,0,1,1
1,62,1,0,0,0,1,0,1,0,1,0,1,0,0,9,12,1,0,1,1,0,7.0,1,0,0,0,0,1,1,959.9,0.0,0,468.0,0,0,0,1,1
1,56,1,2,0,0,0,0,0,0,0,0,0,1,0,4,72,1,1,1,1,0,30.0,1,0,1,1,1,0,3,7767.25,0.0,30,2007.36,0,0,1,0,1
0,30,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3,1,1,1,1,0,85.0,0,0,0,0,0,1,1,220.6,0.0,0,142.53,1,0,0,1,1
1,75,0,0,0,0,0,1,0,0,1,0,0,1,1,0,52,1,1,1,1,0,25.0,1,1,1,1,1,1,3,5832.0,6.26,0,1198.08,0,0,1,0,1
1,57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,46,0,0,1,1,1,26.0,0,0,0,0,0,1,1,1380.1,0.0,0,0.0,1,0,0,1,1
0,45,1,0,0,1,0,0,0,0,1,1,1,1,0,1,53,1,1,1,1,0,24.0,0,0,1,1,1,1,1,5149.5,0.0,0,2212.22,1,0,1,0,1
0,73,0,0,0,1,0,0,0,0,1,1,1,1,1,0,15,1,1,1,1,1,19.0,0,1,0,0,0,1,1,757.1,0.0,0,257.85,1,0,0,1,1
1,58,1,0,0,1,0,0,0,1,0,0,0,0,0,10,70,1,1,1,1,0,13.0,1,0,1,0,0,1,3,6944.5,0.0,0,3360.0,0,0,0,0,1
0,59,1,0,0,1,0,0,0,1,0,0,0,0,1,4,18,1,0,0,1,0,21.0,0,0,0,0,0,1,3,370.5,0.0,0,459.72,0,0,0,1,1
0,42,0,0,0,0,1,0,1,0,1,1,1,1,0,0,7,0,0,1,1,1,4.0,0,0,0,0,0,1,1,189.95,0.0,0,0.0,0,0,0,1,1
0,40,1,2,0,0,0,1,0,0,1,1,1,1,0,1,54,1,1,0,1,0,21.0,0,0,0,0,0,1,2,1342.15,0.0,0,1558.98,0,0,0,1,1
1,64,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,7.0,0,0,0,0,0,1,1,24.25,0.0,0,0.0,1,0,0,1,1
0,48,1,0,0,0,0,0,0,0,1,1,0,1,0,5,68,1,1,1,1,0,15.0,1,0,0,0,0,0,2,5762.95,0.0,150,663.68,0,0,0,1,1
0,49,1,0,0,0,0,0,0,1,0,0,0,0,0,6,72,1,1,1,1,0,23.0,1,0,1,1,1,1,2,7323.15,0.0,0,3319.2,0,0,1,0,1
1,24,1,1,0,0,1,1,1,1,0,1,1,0,0,5,55,1,0,1,1,1,30.0,1,1,0,0,0,1,3,3119.9,0.0,0,2563.55,0,0,0,1,1
1,61,0,0,0,1,0,0,0,1,0,0,0,1,1,0,9,0,0,1,1,1,7.0,0,0,0,0,0,1,1,190.25,0.0,0,0.0,0,0,0,1,1
0,33,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,0,0,1,0,21.0,0,0,0,0,0,1,1,83.3,0.0,0,103.2,0,0,0,1,1
1,25,1,2,0,1,0,0,0,1,0,0,1,0,1,2,18,0,0,1,1,1,59.0,1,0,1,0,0,1,2,812.4,0.0,0,0.0,0,0,0,0,1
1,28,1,0,0,0,0,1,1,1,1,0,0,1,1,4,41,1,1,1,1,1,51.0,1,0,1,0,0,1,2,2839.95,38.37,0,556.78,0,0,0,0,1
