Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City,Phone Service,Multiple Lines,Internet Service,Internet Type,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Customer Status,# Streaming Services
67.0,0.0,0.0,15.0,6.0,1424.95,0.0,0.0,64.2,Female,No,Grimes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
59.0,0.0,3.0,14.0,23.0,1348.9,0.0,0.0,78.82,Female,Yes,Winnetka,Yes,No,Yes,Fiber Optic,No,Yes,Yes,One Year,Churned,3
43.0,2.0,0.0,54.0,16.0,3092.65,0.0,0.0,361.8,Male,No,San Jacinto,Yes,Yes,Yes,Cable,No,No,Yes,Month-to-Month,Churned,0
38.0,0.0,0.0,39.0,19.0,3801.7,0.0,0.0,1479.66,Male,No,Porter Ranch,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Two Year,Stayed,3
29.0,3.0,5.0,48.0,52.0,1978.65,0.0,130.0,0.0,Female,Yes,Kingsburg,No,No,Yes,DSL,No,Yes,No,Two Year,Stayed,0
36.0,0.0,0.0,16.0,8.0,834.15,0.0,40.0,109.76,Female,No,Los Angeles,Yes,No,Yes,DSL,No,Yes,No,Month-to-Month,Churned,0
39.0,3.0,0.0,44.0,26.0,3471.1,0.0,0.0,223.08,Female,No,Bakersfield,Yes,Yes,Yes,DSL,No,No,Yes,One Year,Stayed,3
64.0,2.0,1.0,1.0,26.0,70.65,0.0,0.0,37.68,Male,Yes,Ocotillo,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
36.0,0.0,7.0,69.0,16.0,3804.4,0.0,0.0,978.42,Male,Yes,Los Angeles,Yes,No,Yes,DSL,No,No,Yes,One Year,Stayed,0
78.0,0.0,0.0,49.0,3.0,2106.05,20.45,0.0,1746.85,Female,No,Los Angeles,Yes,No,Yes,DSL,No,No,Yes,Two Year,Stayed,0
58.0,0.0,0.0,24.0,18.2,605.25,0.0,0.0,1023.84,Female,No,San Lorenzo,Yes,Yes,No,None,No,No,No,One Year,Stayed,0
66.0,0.0,7.0,71.0,25.6,1756.2,0.0,0.0,2181.12,Male,Yes,Sunset Beach,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
41.0,1.0,4.0,61.0,21.0,6145.2,0.0,0.0,2535.77,Male,Yes,Hood,Yes,No,Yes,Fiber Optic,No,Yes,Yes,One Year,Stayed,3
38.0,0.0,0.0,18.0,26.8,407.05,0.0,0.0,338.4,Female,No,Palmdale,Yes,No,No,None,No,No,No,One Year,Stayed,0
32.0,0.0,1.0,27.0,15.0,1389.85,0.0,0.0,1119.96,Male,Yes,Fresno,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,0
48.0,3.0,3.0,64.0,53.0,7266.95,0.0,0.0,2519.68,Female,Yes,Byron,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,3
47.0,0.0,0.0,1.0,15.0,19.85,0.0,0.0,16.47,Female,No,Moreno Valley,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
53.0,0.0,9.0,50.0,11.0,4164.4,0.0,0.0,2324.5,Female,Yes,Winchester,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One Year,Stayed,3
53.0,0.0,7.0,30.0,13.0,2198.9,0.0,0.0,519.9,Female,Yes,Coachella,Yes,No,Yes,DSL,Yes,Yes,Yes,One Year,Stayed,2
33.0,0.0,0.0,57.0,28.0,3090.05,0.0,100.0,0.0,Male,No,Vallecito,No,No,Yes,DSL,Yes,Yes,No,Two Year,Stayed,3
64.0,0.0,0.0,17.0,12.8,475.25,37.06,0.0,167.28,Female,No,Farmersville,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
36.0,0.0,0.0,51.0,7.0,4475.9,0.0,0.0,732.87,Female,No,San Diego,Yes,No,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,3
64.0,0.0,0.0,2.0,11.0,75.6,0.0,0.0,0.0,Male,No,Chico,No,No,Yes,Cable,No,Yes,Yes,Month-to-Month,Churned,0
39.0,0.0,0.0,2.0,6.0,169.8,0.0,0.0,28.14,Female,No,Boulder Creek,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
59.0,0.0,1.0,67.0,28.0,7156.2,0.0,0.0,2154.05,Female,Yes,Brawley,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Churned,3
62.0,0.0,0.0,33.0,30.0,1309.0,0.0,0.0,0.0,Male,No,Santa Ana,No,No,Yes,DSL,No,No,Yes,One Year,Stayed,1
55.0,0.0,0.0,38.0,22.0,2708.2,0.0,0.0,1605.12,Male,No,San Clemente,Yes,No,Yes,DSL,No,Yes,Yes,One Year,Stayed,1
57.0,0.0,0.0,1.0,14.8,19.75,0.0,0.0,37.62,Female,No,Glendale,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
59.0,0.0,0.0,1.0,26.0,74.95,0.0,0.0,30.07,Male,No,Fall River Mills,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
59.0,2.0,3.0,16.0,17.6,321.4,0.0,0.0,728.64,Female,Yes,South Pasadena,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
66.0,0.0,1.0,72.0,14.0,7932.5,0.0,140.0,1349.28,Male,Yes,Fresno,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Two Year,Stayed,3
61.0,2.0,4.0,41.0,20.0,3023.55,0.0,0.0,1170.55,Male,Yes,Shoshone,Yes,Yes,Yes,Cable,Yes,No,Yes,Month-to-Month,Stayed,1
22.0,2.0,4.0,65.0,47.0,7337.55,0.0,0.0,861.25,Female,Yes,Garberville,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
58.0,1.0,6.0,72.0,18.8,1463.45,0.0,0.0,1247.76,Female,Yes,Redwood City,Yes,No,No,None,No,No,No,Two Year,Stayed,0
45.0,0.0,0.0,49.0,25.0,5168.1,0.0,130.0,1103.48,Male,No,Brookdale,Yes,Yes,Yes,Fiber Optic,No,Yes,No,One Year,Stayed,3
42.0,0.0,1.0,19.0,20.0,1672.35,0.0,0.0,646.95,Male,Yes,Fresno,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Stayed,0
33.0,0.0,6.0,69.0,29.0,5869.4,0.0,0.0,2379.81,Female,Yes,Desert Hot Springs,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,0
20.0,0.0,1.0,47.0,30.2,1139.2,0.0,0.0,473.29,Male,Yes,Los Angeles,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
60.0,0.0,0.0,11.0,29.0,990.3,0.0,0.0,120.45,Female,No,Torrance,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,1
44.0,1.0,7.0,28.0,19.0,2509.25,0.0,0.0,735.84,Female,Yes,Squaw Valley,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,One Year,Stayed,2
35.0,2.0,1.0,53.0,15.0,3491.55,0.0,0.0,1991.21,Male,Yes,Palermo,Yes,Yes,Yes,DSL,No,Yes,Yes,One Year,Stayed,0
45.0,0.0,0.0,19.0,26.2,383.65,0.0,0.0,352.83,Female,No,Sun City,Yes,No,No,None,No,No,No,One Year,Stayed,0
33.0,0.0,0.0,3.0,19.6,69.25,0.0,0.0,8.34,Male,No,Santa Clara,Yes,No,No,None,No,No,No,One Year,Stayed,0
55.0,0.0,5.0,23.0,18.0,1347.15,0.0,0.0,31.97,Female,Yes,Escondido,Yes,No,Yes,DSL,No,Yes,Yes,One Year,Stayed,1
38.0,0.0,1.0,10.0,4.0,857.2,0.0,0.0,113.0,Male,Yes,Amador City,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
39.0,0.0,6.0,63.0,29.0,5597.65,0.0,0.0,2806.65,Male,Yes,Lindsay,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
26.0,0.0,0.0,38.0,48.0,3233.6,0.0,0.0,1374.84,Female,No,Happy Camp,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
21.0,0.0,1.0,27.0,26.0,2462.55,0.0,0.0,497.34,Female,Yes,Capistrano Beach,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,3
20.0,0.0,0.0,1.0,42.0,19.65,0.0,0.0,27.88,Male,No,Soquel,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
54.0,0.0,0.0,13.0,26.0,1135.7,0.0,80.0,70.59,Male,No,La Puente,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,3
63.0,0.0,0.0,7.0,28.0,520.0,0.0,0.0,266.49,Male,No,Big Creek,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
65.0,0.0,0.0,4.0,7.0,294.45,0.0,0.0,17.16,Female,No,Friant,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,0
70.0,0.0,0.0,8.0,29.0,695.75,0.0,0.0,357.04,Female,No,Posey,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,1
24.0,0.0,4.0,12.0,51.0,690.5,0.0,0.0,287.88,Female,Yes,Korbel,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,0
54.0,0.0,0.0,7.0,22.0,415.95,0.0,0.0,15.68,Female,No,Lakehead,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Churned,1
56.0,0.0,9.0,56.0,15.0,4513.65,0.0,0.0,237.44,Female,Yes,Rodeo,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Two Year,Stayed,0
42.0,2.0,1.0,52.0,16.2,1255.1,0.0,0.0,998.92,Female,Yes,Redwood City,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
60.0,0.0,1.0,23.0,12.0,1067.15,0.0,0.0,133.4,Male,Yes,Grizzly Flats,Yes,Yes,Yes,DSL,No,No,Yes,One Year,Churned,0
63.0,1.0,5.0,20.0,10.0,939.8,0.0,0.0,263.6,Male,Yes,Perris,Yes,No,Yes,Cable,Yes,No,Yes,Month-to-Month,Stayed,0
47.0,2.0,10.0,68.0,19.0,3948.45,0.0,0.0,0.0,Male,Yes,Brisbane,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,2
54.0,0.0,0.0,3.0,29.0,244.85,0.0,0.0,54.78,Male,No,San Joaquin,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,2
49.0,0.0,0.0,6.0,22.0,267.35,0.0,0.0,293.34,Female,No,San Diego,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Churned,0
32.0,0.0,4.0,50.0,23.4,1067.65,0.0,0.0,2345.5,Male,Yes,Junction City,Yes,No,No,None,No,No,No,Two Year,Stayed,0
27.0,0.0,0.0,60.0,52.0,5450.7,0.0,0.0,2572.8,Male,No,Los Angeles,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,1
19.0,0.0,0.0,4.0,30.0,202.25,0.0,10.0,0.0,Female,No,Groveland,No,No,Yes,Cable,Yes,Yes,No,Month-to-Month,Stayed,2
77.0,0.0,10.0,43.0,8.0,4304.0,0.0,0.0,1594.87,Male,Yes,Avila Beach,Yes,No,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
48.0,0.0,1.0,12.0,24.6,233.55,0.0,0.0,233.76,Female,Yes,Anaheim,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
51.0,0.0,0.0,9.0,8.0,663.55,0.0,0.0,381.69,Female,No,Los Angeles,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
45.0,0.0,0.0,62.0,18.0,3846.75,0.0,0.0,1437.16,Female,No,Hemet,Yes,No,Yes,DSL,No,Yes,Yes,Two Year,Stayed,2
61.0,1.0,2.0,40.0,20.2,745.3,0.0,0.0,75.6,Male,Yes,Palos Verdes Peninsula,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
21.0,3.0,0.0,6.0,36.2,184.05,0.0,0.0,229.68,Male,No,Posey,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
55.0,1.0,4.0,20.0,18.4,400.0,0.0,0.0,77.4,Male,Yes,Wendel,Yes,No,No,None,No,No,No,Two Year,Stayed,0
68.0,0.0,0.0,16.0,17.0,1218.25,0.0,0.0,632.32,Male,No,Los Angeles,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,2
20.0,0.0,1.0,8.0,38.4,160.05,0.0,0.0,226.96,Female,Yes,Santa Ynez,Yes,No,No,None,No,No,No,One Year,Stayed,0
26.0,0.0,0.0,2.0,26.0,114.7,0.0,0.0,42.56,Female,No,Lafayette,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Churned,0
53.0,0.0,4.0,72.0,26.0,6637.9,0.0,0.0,212.4,Female,Yes,Fremont,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,3
37.0,0.0,0.0,50.0,13.0,5341.8,0.0,0.0,1044.0,Male,Yes,Los Angeles,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
25.0,0.0,0.0,21.0,51.0,1570.7,0.0,0.0,68.46,Male,No,Farmington,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
32.0,0.0,0.0,3.0,27.0,209.9,0.0,0.0,128.04,Male,No,Somes Bar,Yes,Yes,Yes,Cable,No,Yes,Yes,Month-to-Month,Stayed,1
49.0,0.0,0.0,58.0,23.4,1035.5,28.7,0.0,1699.98,Male,No,Redding,Yes,No,No,None,No,No,No,Two Year,Stayed,0
74.0,0.0,0.0,14.0,24.0,1266.1,0.0,0.0,158.34,Male,No,Greenbrae,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
49.0,0.0,0.0,18.0,12.6,389.25,0.0,0.0,192.06,Female,No,Los Angeles,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
63.0,0.0,0.0,1.0,11.6,20.1,0.0,0.0,40.83,Male,No,San Diego,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
48.0,0.0,2.0,61.0,29.0,1538.6,0.0,0.0,703.33,Male,Yes,Ontario,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
31.0,0.0,0.0,52.0,8.4,1025.05,0.0,0.0,1142.96,Male,No,Seal Beach,Yes,No,No,None,No,No,No,Two Year,Stayed,0
46.0,0.0,0.0,14.0,38.0,292.4,0.0,0.0,204.54,Female,Yes,Janesville,Yes,No,No,None,No,No,No,Two Year,Stayed,0
41.0,2.0,1.0,43.0,19.0,2169.4,0.0,0.0,629.52,Female,Yes,Santa Margarita,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
42.0,3.0,1.0,52.0,23.4,1229.1,0.0,0.0,2097.16,Male,Yes,Lemon Grove,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
66.0,0.0,0.0,4.0,4.0,303.7,0.0,30.0,35.0,Female,No,Glenhaven,Yes,Yes,Yes,Fiber Optic,No,No,No,One Year,Stayed,0
74.0,0.0,0.0,31.0,4.0,3186.65,0.0,0.0,1220.16,Female,No,Cutler,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
20.0,1.0,10.0,5.0,44.6,86.05,0.0,0.0,40.2,Male,Yes,Jenner,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
70.0,0.0,0.0,27.0,4.0,2857.6,0.0,0.0,965.52,Female,No,Montara,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,2
64.0,0.0,0.0,4.0,19.0,195.3,0.0,80.0,160.6,Male,No,Planada,Yes,No,Yes,DSL,No,No,No,Month-to-Month,Churned,2
78.0,0.0,0.0,23.0,2.0,768.45,0.0,0.0,0.0,Male,No,Los Angeles,No,No,Yes,Cable,No,No,Yes,Month-to-Month,Stayed,2
46.0,0.0,1.0,9.0,25.0,655.9,0.0,0.0,285.75,Female,Yes,San Diego,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,0
40.0,0.0,0.0,55.0,29.0,5283.95,0.0,0.0,2605.9,Male,No,La Grange,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
51.0,0.0,1.0,49.0,21.0,2780.6,0.0,0.0,0.0,Female,Yes,San Diego,No,No,Yes,DSL,No,Yes,Yes,One Year,Stayed,3
30.0,0.0,1.0,71.0,27.0,5662.25,0.0,0.0,1887.18,Female,Yes,Alamo,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,3
49.0,0.0,3.0,59.0,4.0,3958.2,0.0,0.0,947.54,Male,Yes,Winnetka,Yes,No,Yes,DSL,Yes,No,Yes,One Year,Stayed,1
68.0,0.0,5.0,68.0,19.0,6581.9,0.0,0.0,134.64,Female,Yes,Madera,Yes,Yes,Yes,Fiber Optic,No,No,Yes,One Year,Churned,1
33.0,0.0,6.0,64.0,4.0,5129.3,22.34,0.0,1063.04,Female,Yes,Stonyford,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,2
56.0,0.0,6.0,72.0,20.0,4758.8,0.0,0.0,1054.8,Female,Yes,Lee Vining,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
66.0,0.0,1.0,16.0,27.0,1375.15,0.0,0.0,158.88,Female,Yes,Huntington Park,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
23.0,3.0,2.0,44.0,18.2,860.85,0.0,0.0,1621.84,Male,Yes,Phillipsville,Yes,No,No,None,No,No,No,One Year,Stayed,0
24.0,1.0,1.0,30.0,24.0,599.25,49.79,0.0,385.5,Female,Yes,San Diego,Yes,No,No,None,No,No,No,Two Year,Stayed,0
77.0,0.0,0.0,12.0,10.0,526.95,0.0,0.0,0.0,Male,No,Forest Knolls,No,No,Yes,DSL,Yes,Yes,Yes,Month-to-Month,Churned,1
60.0,0.0,0.0,39.0,16.0,2200.7,46.66,0.0,210.6,Male,No,San Jose,Yes,Yes,Yes,DSL,No,Yes,Yes,Two Year,Stayed,0
48.0,3.0,1.0,15.0,19.6,332.65,0.0,0.0,259.2,Male,Yes,La Habra,Yes,No,No,None,No,No,No,One Year,Stayed,0
69.0,0.0,0.0,4.0,4.0,372.45,0.0,0.0,51.44,Female,No,Rancho Cucamonga,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
68.0,0.0,0.0,70.0,13.0,3011.65,0.0,0.0,0.0,Male,No,Sheep Ranch,No,No,Yes,Cable,Yes,No,Yes,One Year,Stayed,1
62.0,3.0,0.0,1.0,21.0,79.9,0.0,0.0,23.2,Male,No,Mission Hills,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
55.0,0.0,7.0,72.0,18.0,7962.2,0.0,0.0,311.04,Male,Yes,Yorkville,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
64.0,3.0,9.0,72.0,21.8,1482.3,0.0,0.0,496.8,Female,Yes,Volcano,Yes,No,No,None,No,No,No,Two Year,Stayed,0
61.0,0.0,0.0,35.0,19.4,741.0,14.23,0.0,831.95,Female,No,Montrose,Yes,No,No,None,No,No,No,One Year,Stayed,0
80.0,1.0,0.0,68.0,12.0,7379.8,0.0,50.0,2183.48,Male,Yes,Foothill Ranch,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,One Year,Stayed,2
43.0,2.0,8.0,70.0,17.2,1685.9,0.0,0.0,2123.1,Female,Yes,Twain Harte,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
58.0,0.0,0.0,66.0,23.4,1240.8,0.0,0.0,1401.18,Male,No,West Sacramento,Yes,No,No,None,No,No,No,Two Year,Stayed,0
70.0,0.0,0.0,20.0,23.0,1648.45,0.0,0.0,969.2,Male,No,Ladera Ranch,Yes,No,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,2
52.0,2.0,3.0,55.0,17.0,3842.6,0.0,0.0,1532.85,Female,Yes,Rio Dell,Yes,No,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,0
69.0,0.0,0.0,2.0,14.0,149.55,0.0,0.0,87.92,Female,No,Somis,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,0
57.0,0.0,7.0,72.0,24.0,6841.3,0.0,0.0,184.32,Female,Yes,National City,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Two Year,Stayed,3
60.0,3.0,0.0,49.0,23.4,1024.65,0.0,0.0,1553.3,Female,No,Mc Farland,Yes,No,No,None,No,No,No,Two Year,Stayed,0
66.0,0.0,0.0,42.0,19.0,3344.1,0.0,0.0,567.42,Male,No,Santa Ynez,Yes,Yes,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,0
72.0,1.0,1.0,52.0,22.0,4079.55,0.0,0.0,366.08,Male,Yes,Pinon Hills,Yes,Yes,Yes,DSL,Yes,No,Yes,One Year,Stayed,3
40.0,0.0,0.0,18.0,20.0,913.3,0.0,0.0,689.76,Female,No,Hinkley,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
62.0,0.0,9.0,12.0,7.0,959.9,0.0,0.0,468.0,Male,Yes,Dutch Flat,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,0
56.0,2.0,4.0,72.0,30.0,7767.25,0.0,30.0,2007.36,Male,Yes,Glendale,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Two Year,Stayed,3
75.0,0.0,0.0,52.0,25.0,5832.0,6.26,0.0,1198.08,Male,No,Inglewood,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
57.0,0.0,0.0,46.0,26.0,1380.1,0.0,0.0,0.0,Male,No,Mather,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
45.0,0.0,1.0,53.0,24.0,5149.5,0.0,0.0,2212.22,Female,Yes,Prather,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
73.0,0.0,0.0,15.0,19.0,757.1,0.0,0.0,257.85,Female,No,Emeryville,Yes,Yes,Yes,DSL,No,Yes,Yes,Month-to-Month,Churned,0
59.0,0.0,4.0,18.0,24.2,370.5,0.0,0.0,459.72,Female,Yes,Carson,Yes,No,No,None,No,No,No,Two Year,Stayed,0
42.0,0.0,0.0,7.0,4.0,189.95,0.0,0.0,0.0,Female,No,Grover Beach,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
40.0,2.0,1.0,54.0,26.8,1342.15,0.0,0.0,1558.98,Female,Yes,Santa Ana,Yes,Yes,No,None,No,No,No,One Year,Stayed,0
64.0,0.0,0.0,1.0,7.0,24.25,0.0,0.0,0.0,Male,No,Sequoia National Park,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
48.0,0.0,5.0,68.0,15.0,5762.95,0.0,150.0,663.68,Female,Yes,Palomar Mountain,Yes,Yes,Yes,Fiber Optic,Yes,No,No,One Year,Stayed,0
24.0,1.0,5.0,55.0,30.0,3119.9,0.0,0.0,2563.55,Male,Yes,Shoshone,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
61.0,0.0,0.0,9.0,7.0,190.25,0.0,0.0,0.0,Male,No,Pacoima,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
33.0,0.0,0.0,4.0,25.4,83.3,0.0,0.0,103.2,Female,No,Kings Beach,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
28.0,0.0,4.0,41.0,51.0,2839.95,38.37,0.0,556.78,Male,Yes,Mount Hermon,Yes,Yes,Yes,DSL,Yes,No,Yes,One Year,Stayed,1
33.0,0.0,0.0,10.0,11.0,834.1,0.0,0.0,59.2,Male,No,Lake Forest,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
20.0,1.0,0.0,6.0,29.2,128.6,0.0,0.0,105.18,Male,No,Riverside,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
24.0,0.0,0.0,14.0,23.8,324.8,0.0,0.0,364.28,Male,No,Magalia,Yes,No,No,None,No,No,No,One Year,Stayed,0
63.0,0.0,1.0,61.0,2.0,5731.85,0.0,0.0,1081.53,Male,Yes,Corona,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Stayed,2
59.0,0.0,0.0,13.0,15.0,1029.35,0.0,0.0,437.97,Female,No,Woodbridge,Yes,Yes,Yes,Fiber Optic,No,No,No,Month-to-Month,Stayed,0
57.0,0.0,0.0,1.0,18.4,20.05,0.0,0.0,12.0,Male,No,Glendale,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
22.0,0.0,10.0,22.0,51.0,1374.35,0.0,0.0,132.66,Male,Yes,San Diego,Yes,No,Yes,DSL,No,No,Yes,One Year,Stayed,1
23.0,0.0,0.0,11.0,27.0,688.5,49.24,0.0,316.36,Male,No,Cottonwood,Yes,No,Yes,DSL,Yes,Yes,Yes,Month-to-Month,Stayed,0
53.0,3.0,0.0,4.0,24.4,68.8,0.0,0.0,116.36,Male,Yes,Mad River,Yes,No,No,None,No,No,No,Two Year,Stayed,0
56.0,2.0,1.0,7.0,28.0,349.8,0.0,0.0,63.7,Female,Yes,Fall River Mills,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
44.0,0.0,0.0,6.0,7.0,483.3,0.0,10.0,279.54,Male,No,Castro Valley,Yes,No,Yes,DSL,Yes,Yes,No,Month-to-Month,Stayed,3
46.0,0.0,10.0,50.0,16.0,4858.7,3.55,0.0,1914.5,Male,Yes,Mission Viejo,Yes,Yes,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,3
25.0,1.0,7.0,11.0,47.0,683.25,0.0,0.0,232.54,Male,Yes,Firebaugh,Yes,No,Yes,DSL,Yes,No,Yes,Month-to-Month,Stayed,1
68.0,0.0,1.0,54.0,17.0,5437.1,0.0,0.0,1190.7,Female,Yes,South Gate,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,3
45.0,1.0,2.0,23.0,19.0,678.75,0.0,0.0,0.0,Male,Yes,Forest Knolls,No,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,0
50.0,0.0,6.0,67.0,23.0,7344.45,0.0,0.0,1187.24,Female,Yes,Washington,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,3
80.0,0.0,0.0,1.0,27.0,70.3,0.0,0.0,39.1,Male,Yes,San Lucas,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
55.0,0.0,0.0,46.0,3.0,4408.45,0.0,0.0,1526.28,Female,No,Beverly Hills,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,2
64.0,0.0,2.0,10.0,8.0,560.5,0.0,0.0,0.0,Female,Yes,Redcrest,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,1
25.0,0.0,0.0,48.0,31.0,1133.7,0.0,0.0,656.16,Female,No,Standish,Yes,Yes,No,None,No,No,No,One Year,Stayed,0
71.0,0.0,8.0,40.0,18.0,2283.3,0.0,50.0,1142.4,Male,Yes,Chowchilla,Yes,No,Yes,DSL,No,No,No,One Year,Stayed,2
