Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City_0,City_1,City_2,City_3,City_4,City_5,City_6,City_7,City_8,City_9,City_10,Phone Service,Multiple Lines,Internet Service,Internet Type_0,Internet Type_1,Internet Type_2,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Customer Status
45.0,0.0,0.0,19.0,26.2,383.65,0.0,0.0,352.83,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
33.0,0.0,0.0,3.0,19.6,69.25,0.0,0.0,8.34,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
55.0,0.0,5.0,23.0,18.0,1347.15,0.0,0.0,31.97,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,2,0
38.0,0.0,1.0,10.0,4.0,857.2,0.0,0.0,113.0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1
39.0,0.0,6.0,63.0,29.0,5597.65,0.0,0.0,2806.65,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,3,0
26.0,0.0,0.0,38.0,48.0,3233.6,0.0,0.0,1374.84,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1
21.0,0.0,1.0,27.0,26.0,2462.55,0.0,0.0,497.34,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
20.0,0.0,0.0,1.0,42.0,19.65,0.0,0.0,27.88,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
54.0,0.0,0.0,13.0,26.0,1135.7,0.0,80.0,70.59,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
63.0,0.0,0.0,7.0,28.0,520.0,0.0,0.0,266.49,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
65.0,0.0,0.0,4.0,7.0,294.45,0.0,0.0,17.16,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,0
70.0,0.0,0.0,8.0,29.0,695.75,0.0,0.0,357.04,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,3,0
24.0,0.0,4.0,12.0,51.0,690.5,0.0,0.0,287.88,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0
54.0,0.0,0.0,7.0,22.0,415.95,0.0,0.0,15.68,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
56.0,0.0,9.0,56.0,15.0,4513.65,0.0,0.0,237.44,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,3,0
42.0,2.0,1.0,52.0,16.2,1255.1,0.0,0.0,998.92,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0
60.0,0.0,1.0,23.0,12.0,1067.15,0.0,0.0,133.4,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,2,1
63.0,1.0,5.0,20.0,10.0,939.8,0.0,0.0,263.6,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
47.0,2.0,10.0,68.0,19.0,3948.45,0.0,0.0,0.0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,3,0
54.0,0.0,0.0,3.0,29.0,244.85,0.0,0.0,54.78,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0
49.0,0.0,0.0,6.0,22.0,267.35,0.0,0.0,293.34,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
32.0,0.0,4.0,50.0,23.4,1067.65,0.0,0.0,2345.5,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
27.0,0.0,0.0,60.0,52.0,5450.7,0.0,0.0,2572.8,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
19.0,0.0,0.0,4.0,30.0,202.25,0.0,10.0,0.0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0
77.0,0.0,10.0,43.0,8.0,4304.0,0.0,0.0,1594.87,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,2,0
48.0,0.0,1.0,12.0,24.6,233.55,0.0,0.0,233.76,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
51.0,0.0,0.0,9.0,8.0,663.55,0.0,0.0,381.69,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
45.0,0.0,0.0,62.0,18.0,3846.75,0.0,0.0,1437.16,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,3,0
61.0,1.0,2.0,40.0,20.2,745.3,0.0,0.0,75.6,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
21.0,3.0,0.0,6.0,36.2,184.05,0.0,0.0,229.68,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
55.0,1.0,4.0,20.0,18.4,400.0,0.0,0.0,77.4,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
68.0,0.0,0.0,16.0,17.0,1218.25,0.0,0.0,632.32,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0
20.0,0.0,1.0,8.0,38.4,160.05,0.0,0.0,226.96,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
26.0,0.0,0.0,2.0,26.0,114.7,0.0,0.0,42.56,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
53.0,0.0,4.0,72.0,26.0,6637.9,0.0,0.0,212.4,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,3,0
37.0,0.0,0.0,50.0,13.0,5341.8,0.0,0.0,1044.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
25.0,0.0,0.0,21.0,51.0,1570.7,0.0,0.0,68.46,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
32.0,0.0,0.0,3.0,27.0,209.9,0.0,0.0,128.04,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0
49.0,0.0,0.0,58.0,23.4,1035.5,28.7,0.0,1699.98,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
74.0,0.0,0.0,14.0,24.0,1266.1,0.0,0.0,158.34,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1
49.0,0.0,0.0,18.0,12.6,389.25,0.0,0.0,192.06,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
63.0,0.0,0.0,1.0,11.6,20.1,0.0,0.0,40.83,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
48.0,0.0,2.0,61.0,29.0,1538.6,0.0,0.0,703.33,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
31.0,0.0,0.0,52.0,8.4,1025.05,0.0,0.0,1142.96,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
46.0,0.0,0.0,14.0,38.0,292.4,0.0,0.0,204.54,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
41.0,2.0,1.0,43.0,19.0,2169.4,0.0,0.0,629.52,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
42.0,3.0,1.0,52.0,23.4,1229.1,0.0,0.0,2097.16,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0
66.0,0.0,0.0,4.0,4.0,303.7,0.0,30.0,35.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0
74.0,0.0,0.0,31.0,4.0,3186.65,0.0,0.0,1220.16,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
20.0,1.0,10.0,5.0,44.6,86.05,0.0,0.0,40.2,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
70.0,0.0,0.0,27.0,4.0,2857.6,0.0,0.0,965.52,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,2,0
64.0,0.0,0.0,4.0,19.0,195.3,0.0,80.0,160.6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1
78.0,0.0,0.0,23.0,2.0,768.45,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
46.0,0.0,1.0,9.0,25.0,655.9,0.0,0.0,285.75,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
40.0,0.0,0.0,55.0,29.0,5283.95,0.0,0.0,2605.9,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
51.0,0.0,1.0,49.0,21.0,2780.6,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,2,0
30.0,0.0,1.0,71.0,27.0,5662.25,0.0,0.0,1887.18,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,3,0
49.0,0.0,3.0,59.0,4.0,3958.2,0.0,0.0,947.54,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,2,0
68.0,0.0,5.0,68.0,19.0,6581.9,0.0,0.0,134.64,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,2,1
33.0,0.0,6.0,64.0,4.0,5129.3,22.34,0.0,1063.04,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,3,0
56.0,0.0,6.0,72.0,20.0,4758.8,0.0,0.0,1054.8,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,3,0
66.0,0.0,1.0,16.0,27.0,1375.15,0.0,0.0,158.88,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1
23.0,3.0,2.0,44.0,18.2,860.85,0.0,0.0,1621.84,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
24.0,1.0,1.0,30.0,24.0,599.25,49.79,0.0,385.5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
77.0,0.0,0.0,12.0,10.0,526.95,0.0,0.0,0.0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1
60.0,0.0,0.0,39.0,16.0,2200.7,46.66,0.0,210.6,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,3,0
48.0,3.0,1.0,15.0,19.6,332.65,0.0,0.0,259.2,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
69.0,0.0,0.0,4.0,4.0,372.45,0.0,0.0,51.44,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1
68.0,0.0,0.0,70.0,13.0,3011.65,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,0
62.0,3.0,0.0,1.0,21.0,79.9,0.0,0.0,23.2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1
55.0,0.0,7.0,72.0,18.0,7962.2,0.0,0.0,311.04,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,3,0
64.0,3.0,9.0,72.0,21.8,1482.3,0.0,0.0,496.8,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
61.0,0.0,0.0,35.0,19.4,741.0,14.23,0.0,831.95,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
80.0,1.0,0.0,68.0,12.0,7379.8,0.0,50.0,2183.48,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2,0
43.0,2.0,8.0,70.0,17.2,1685.9,0.0,0.0,2123.1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
58.0,0.0,0.0,66.0,23.4,1240.8,0.0,0.0,1401.18,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
70.0,0.0,0.0,20.0,23.0,1648.45,0.0,0.0,969.2,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,3,0
52.0,2.0,3.0,55.0,17.0,3842.6,0.0,0.0,1532.85,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0
69.0,0.0,0.0,2.0,14.0,149.55,0.0,0.0,87.92,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1
57.0,0.0,7.0,72.0,24.0,6841.3,0.0,0.0,184.32,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,3,0
60.0,3.0,0.0,49.0,23.4,1024.65,0.0,0.0,1553.3,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
66.0,0.0,0.0,42.0,19.0,3344.1,0.0,0.0,567.42,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0
72.0,1.0,1.0,52.0,22.0,4079.55,0.0,0.0,366.08,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,0
40.0,0.0,0.0,18.0,20.0,913.3,0.0,0.0,689.76,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
62.0,0.0,9.0,12.0,7.0,959.9,0.0,0.0,468.0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
56.0,2.0,4.0,72.0,30.0,7767.25,0.0,30.0,2007.36,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,3,0
75.0,0.0,0.0,52.0,25.0,5832.0,6.26,0.0,1198.08,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,3,0
57.0,0.0,0.0,46.0,26.0,1380.1,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1
45.0,0.0,1.0,53.0,24.0,5149.5,0.0,0.0,2212.22,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
73.0,0.0,0.0,15.0,19.0,757.1,0.0,0.0,257.85,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
59.0,0.0,4.0,18.0,24.2,370.5,0.0,0.0,459.72,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
42.0,0.0,0.0,7.0,4.0,189.95,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
40.0,2.0,1.0,54.0,26.8,1342.15,0.0,0.0,1558.98,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0
64.0,0.0,0.0,1.0,7.0,24.25,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1
48.0,0.0,5.0,68.0,15.0,5762.95,0.0,150.0,663.68,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,2,0
24.0,1.0,5.0,55.0,30.0,3119.9,0.0,0.0,2563.55,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,3,0
61.0,0.0,0.0,9.0,7.0,190.25,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
33.0,0.0,0.0,4.0,25.4,83.3,0.0,0.0,103.2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
28.0,0.0,4.0,41.0,51.0,2839.95,38.37,0.0,556.78,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,2,0
33.0,0.0,0.0,10.0,11.0,834.1,0.0,0.0,59.2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
20.0,1.0,0.0,6.0,29.2,128.6,0.0,0.0,105.18,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
24.0,0.0,0.0,14.0,23.8,324.8,0.0,0.0,364.28,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
63.0,0.0,1.0,61.0,2.0,5731.85,0.0,0.0,1081.53,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0
59.0,0.0,0.0,13.0,15.0,1029.35,0.0,0.0,437.97,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
57.0,0.0,0.0,1.0,18.4,20.05,0.0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
22.0,0.0,10.0,22.0,51.0,1374.35,0.0,0.0,132.66,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2,0
23.0,0.0,0.0,11.0,27.0,688.5,49.24,0.0,316.36,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
53.0,3.0,0.0,4.0,24.4,68.8,0.0,0.0,116.36,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
56.0,2.0,1.0,7.0,28.0,349.8,0.0,0.0,63.7,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
44.0,0.0,0.0,6.0,7.0,483.3,0.0,10.0,279.54,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0
46.0,0.0,10.0,50.0,16.0,4858.7,3.55,0.0,1914.5,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,2,0
25.0,1.0,7.0,11.0,47.0,683.25,0.0,0.0,232.54,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0
68.0,0.0,1.0,54.0,17.0,5437.1,0.0,0.0,1190.7,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,2,0
45.0,1.0,2.0,23.0,19.0,678.75,0.0,0.0,0.0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0
50.0,0.0,6.0,67.0,23.0,7344.45,0.0,0.0,1187.24,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,2,0
80.0,0.0,0.0,1.0,27.0,70.3,0.0,0.0,39.1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
55.0,0.0,0.0,46.0,3.0,4408.45,0.0,0.0,1526.28,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,2,0
64.0,0.0,2.0,10.0,8.0,560.5,0.0,0.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,0
25.0,0.0,0.0,48.0,31.0,1133.7,0.0,0.0,656.16,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0
71.0,0.0,8.0,40.0,18.0,2283.3,0.0,50.0,1142.4,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,2,0
62.0,0.0,1.0,11.0,12.0,740.8,0.0,0.0,172.59,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
65.0,0.0,0.0,4.0,23.0,424.45,0.0,0.0,198.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
37.0,0.0,0.0,30.0,13.0,1536.75,0.0,0.0,322.2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
31.0,1.0,0.0,15.0,12.0,1430.05,0.0,0.0,453.3,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0
62.0,0.0,0.0,7.0,23.0,164.85,0.0,0.0,337.54,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
58.0,0.0,0.0,16.0,8.0,1248.9,0.0,0.0,546.88,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
32.0,0.0,0.0,9.0,23.0,147.55,0.0,0.0,413.91,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
42.0,0.0,0.0,7.0,35.4,130.55,0.0,0.0,232.26,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
65.0,0.0,0.0,3.0,8.0,289.1,0.0,0.0,78.96,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1
50.0,0.0,0.0,1.0,14.0,95.85,0.0,0.0,2.7,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0
70.0,0.0,4.0,44.0,6.0,3670.5,0.0,0.0,1955.36,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,3,0
44.0,3.0,5.0,43.0,53.0,1224.05,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
40.0,0.0,0.0,24.0,19.0,487.05,0.0,0.0,1140.24,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
32.0,0.0,1.0,21.0,26.0,1565.7,0.0,0.0,106.47,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
47.0,0.0,0.0,7.0,14.0,264.8,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0
43.0,2.0,3.0,57.0,26.0,1272.05,0.0,0.0,698.82,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
35.0,0.0,0.0,11.0,8.0,712.25,0.0,0.0,177.54,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
71.0,0.0,1.0,3.0,2.0,334.65,0.0,0.0,123.9,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
31.0,0.0,2.0,57.0,29.0,5969.85,0.0,0.0,956.46,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,3,0
64.0,1.0,2.0,23.0,16.4,445.3,0.0,0.0,557.06,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
22.0,2.0,7.0,18.0,51.0,1087.45,0.0,0.0,726.48,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2,0
23.0,3.0,3.0,33.0,22.8,579.4,0.0,0.0,937.2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
32.0,2.0,9.0,3.0,27.6,52.0,0.0,0.0,135.99,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
77.0,0.0,5.0,54.0,16.0,6077.75,0.0,0.0,1758.24,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,3,0
47.0,2.0,3.0,7.0,25.0,515.75,0.0,0.0,349.86,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0
45.0,0.0,3.0,70.0,21.0,5706.2,0.0,0.0,74.9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0
68.0,0.0,0.0,1.0,30.0,89.3,0.0,0.0,30.23,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1
75.0,0.0,6.0,30.0,22.0,3181.8,0.0,0.0,1004.4,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0
64.0,0.0,4.0,32.0,18.0,2619.15,16.96,0.0,1379.52,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,2,0
62.0,1.0,1.0,1.0,19.6,19.0,0.0,0.0,28.28,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
62.0,0.0,3.0,56.0,18.0,5669.5,0.0,0.0,392.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
